GRADUATEYEAR,STUDENTID,CalculusforScience,FundamentalsOfProgramming,HistoryAndDevelopmentOfComputerTechnology,MathematicsForScience,ObjectOrientedProgramming,ThaiLanguageSkills,PoliticsEconomyandSociety,PhilosophyOfScience,ManAndEnvironment,LifeSkills,LanguageSocietyAndCulture,EnglishCriticalReadingForEffectiveCommunication,ComputerArchitecture,DataStructure,DatabaseSystems,DiscreteMathematicsForComputerScience,LinearAlgebraAndApplications,OperatingSystems,StatisticalAnalysis,EnglishWritingForEffectiveCommunication,AlgorithmDesignandAnalysis,ArtificialIntelligence,ComputerNetworkAndDataCommunication,SoftwareEngineering,DataMiningTechniques,MobileApplicationDevelopment,MultimediaAnd WebTechnology,SensingAndActuationForInternetOfThings,CommunicativeEnglishForAcademicAnalysisInComputerTechnology,CommunicativeEnglishForResearchPresentationInComputerTechnology,CommunicativeEnglishForSpecificPurposesInComputerTechnology,DataScience,DevelopmentalEnglish,DigitalImageProcessing,DigitalMarketing,EnergyAndTechnologyAroundUs,FundamentalEnglish,FundamentalLawsForQualityOfLife,InternetProgramming,IntroductionToComputerInformationScience,IntroductionToRobotics,LifeAndHealth,LifePrivacy,MultimediaApplicationDevelopment,MusicStudiesInThaiCulture,ProgrammingLanguages,Seminar,SpecialTopicsInComputerScience,SystemAnalysisAndDesign,GPAgraduate
2565,100261230,2,2.5,4,1,2.5,1.5,3.5,2.507936508,3.60326087,3.844117647,2.532258065,0,2,2.5,1.5,1,2,2,1,3,2,2.5,1.5,2,2.5,2.5,2,2.977040816,3,0,2.5,2.680645161,2,2,3.120481928,3.295,0,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,3.5,2.858208955,2,2.28
2564,100261235,3.5,4,4,4,4,3,4,2.507936508,3.60326087,4,2.532258065,4,4,4,3,3.5,4,3.5,4,4,4,3.5,4,4,2.5,4,3.5,4,4,4,4,2.680645161,3.5,4,3.120481928,3.295,4,2.971590909,4,2.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2.5,3.59
2564,100261237,2,4,3.5,3,3.5,1.5,3,2.507936508,4,3.844117647,2.532258065,2,3,2.5,3,2,3,2.5,1.5,3,4,2.5,2,3,3,2.5,3.5,2.977040816,3,1.5,2,2.680645161,2.5,3.5,3.120481928,3.295,2,2.971590909,3,2.5,2.805882353,3.458333333,3.421875,3.303571429,2.5,2.34375,4,2.858208955,4,2.77
2564,100261275,2,4,3.5,2.5,4,3,2.95412844,2.507936508,3.60326087,3.844117647,2.532258065,3,2.5,2,2,1.5,3,2.5,1.5,4,4,2,2,4,2.5,3,3.5,2.977040816,3.5,3,3,2.680645161,3,4,3.120481928,4,3,4,2,4,2.805882353,3.458333333,3.5,3.303571429,3.5,2.34375,4,2.858208955,4,2.9
2565,100263612,2,3,3,1,2,2,3.5,2.507936508,3,3.844117647,2,1,1,1,2.5,2,1.5,2.5,0,3,2,2,2,2.5,1.5,2,3,2.977040816,1,2.94005848,2,2.680645161,2,2.861111111,3.120481928,2.5,1,2,1.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.5,2.5,2,2.599415205,2
2566,100269146,2,2,4,2.5,2,2.5,2.95412844,2.507936508,3.60326087,3.844117647,2.5,2,2.5,1,2,1.5,2.5,2.5,1,1,1,1,0,2.5,2.523255814,2.81127451,2,2.977040816,3.5,2,2.5,2.680645161,3,2.861111111,2.5,3.295,2,2.971590909,2.5,3.5,2.805882353,3.458333333,3.421875,1,3.416666667,2.34375,2.5,2,1,2.14
2565,100269314,2,2,4,1,2,3,2.95412844,2.507936508,3.60326087,3.844117647,2.5,2.5,3,1,2.5,2,3,1,1,1,1,1.5,1,2.5,2.523255814,2.81127451,3.5,2.977040816,4,3,2.5,2.680645161,3.5,2.861111111,3.120481928,3.295,2.5,2.971590909,2.5,3,2.805882353,3.458333333,3.421875,4,3.416666667,2.34375,2.5,2,2,2.35
2565,100270640,3,3.5,4,3,4,3,2.95412844,2.507936508,3,3.844117647,2.5,4,4,3,3,3,3,2.5,3,4,3.5,3.5,3,4,2.5,4,4,4,4,4,4,3.5,4,2.861111111,3.120481928,3.295,4,2.971590909,2.5,4,2.805882353,3.458333333,4,3.303571429,3.416666667,2.34375,4,2.858208955,3.5,3.36
2565,100270662,2,2,3.5,1.5,2.5,2,2.95412844,2.507936508,3,4,1.5,2,2.5,1.5,2.5,2,1.5,3,2,2.5,1.5,1,2,2.5,2.523255814,4,2.773764259,2.977040816,3,1,2.5,1,3,2,3,3.295,2,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,2.5,3.416666667,2.34375,2.5,2.858208955,2,2.31
2565,100270678,2.5,2.5,4,3,2.5,3.5,2.95412844,2.507936508,4,4,2.5,2.5,3.5,2.5,2.5,2,4,2,2.5,3,2.5,1.5,2.5,3.5,2.5,2.81127451,2.773764259,3.5,4,4,3,3.5,3.5,3,3.120481928,3.295,2.5,2.971590909,1.5,3.5,2.805882353,3.458333333,3.421875,3.5,3.416666667,2.34375,3.5,2.858208955,3.5,3
2565,100270688,3,3,4,3,4,2.5,3.5,2.507936508,4,3.844117647,1.5,3.5,3.5,2.5,3,2,2.5,2.5,2.5,3.5,3,2.5,2,2.5,2.523255814,2,4,2.977040816,4,3,3.5,2.680645161,4,3,2.5,3.295,3.5,2.971590909,2,3.5,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,4,3.5,3.05
2565,100270697,2.5,4,4,0,4,2.5,2.95412844,2.507936508,4,3.844117647,2.5,2.5,4,1.5,3,2,2,3,2,3,4,1.5,3.5,3.5,2.523255814,4,3.5,3.5,4,4,3.5,3.5,2.5,3.5,3.5,3.295,2.5,2.971590909,3.5,3,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,3.5,3,3.08
2565,100270705,2,2.5,4,2,2,2.5,2.95412844,2.507936508,3.5,4,1.5,2,2,1.5,2.5,1.5,3,2,1.5,2,2,1.5,1.5,2,2.5,2.81127451,2.773764259,2.977040816,3.5,1.5,1,2.5,2,1.5,3.5,3.295,2,2.971590909,1.5,2,2.805882353,3.458333333,3.421875,3,3.416666667,2.34375,3.5,2.858208955,2.5,2.21
2565,100270712,4,2,3.5,3,3,2,2.95412844,2.507936508,3,4,2,2,2,3,3,2,2,2.5,2,3,1.5,1.5,1.5,2.5,2.523255814,3,3.5,1.5,3.5,1.5,3,2.680645161,3,1.5,3.5,3.5,2,2.971590909,1,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,2.5,2.858208955,1.5,2.48
2565,100270720,2.5,2.5,4,2,2,2.5,2.95412844,2.507936508,3.5,4,2,2,2,2.5,2.5,2,2,3,2,3.5,3,3.5,2.5,2.5,2.5,2,3,3.5,4,3,2.5,2.5,3,2.861111111,3.120481928,3.295,2,2.971590909,2,2.838709677,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,3,3,2.7
2566,100270750,2.5,2.5,4,0,3,2,2.95412844,2.507936508,4,4,1.5,2,2,1.5,2,1,1.5,2.5,0,2.5,2,1,2,2.5,2,2,3.5,2.5,4,2.5,2.5,2.680645161,3,2.861111111,2.5,3.295,2,2.971590909,3.5,2.838709677,2.805882353,3.458333333,3.421875,3,3.416666667,2.34375,4,2.858208955,1.5,2.16
2566,100270751,2.5,2.5,4,2,3,2.5,3.5,2.507936508,4,4,2,2,2,1.5,3,2,3,2.5,3.5,3,4,1.5,3.5,2.5,2.523255814,2.81127451,2.5,2.977040816,4,3.5,3,1,3,2,2.5,3.295,2,2.971590909,2.5,3.5,2.805882353,3.458333333,3.421875,3.5,4,2.34375,4,3.5,3.5,2.78
2565,100270770,2.5,2.5,4,2,3,2.5,2.95412844,2.507936508,3,3.844117647,2,3,2.5,3,2.5,2,2,3,1.5,3.5,4,1.5,3,2.5,2.5,2,3,2.977040816,4,3,3.5,2.680645161,4,2,4,3.295,3,2.971590909,2.5,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,4,2.34375,4,2.858208955,2.5,2.73
2565,100270772,3,2,4,0,2.5,3,2.95412844,2.507936508,3,4,2,2.5,3,2,3,2,1.5,2,1.5,3,3,2.5,2.5,3,2.5,3.5,4,2.977040816,4,2.5,3.5,2.680645161,4,2.861111111,3.120481928,3.295,2.5,2.971590909,1.5,4,2.805882353,3.458333333,3.421875,3.5,3.416666667,2.34375,3.5,2,2.5,2.71
2566,100270775,2,2,4,1.5,2,2,2.95412844,2.507936508,3,4,1.5,2,1.5,1.5,2,1.5,1.5,2,1,3.5,1.5,1.5,1,3,2.5,1.5,1.5,2.977040816,3,1,1,2.680645161,3,1.5,3.120481928,3.5,2,2.971590909,1,2.838709677,2.805882353,3.458333333,3.421875,3.303571429,3,2.34375,3,2.858208955,1.5,2.07
2565,100270785,4,4,3.5,4,4,2.5,4,2.507936508,3.5,3.844117647,2,4,4,3.5,3,3,4,3,4,4,4,3.5,3,3.5,3,4,2.773764259,4,4,4,4,2.680645161,4,2.861111111,3.120481928,3.295,4,2.971590909,3.5,4,2.805882353,3.458333333,4,3,3.416666667,2.34375,4,4,4,3.63
2565,100270787,3,2.5,3.5,2.5,3,2,2.95412844,2.507936508,3,3.844117647,3,2,2.5,3,3,2,2.5,3,2.5,3,3.5,2.5,2.5,3.5,3,4,2.5,4,4,3.5,3,3,2.5,2.861111111,3.120481928,3.295,2,1.5,2.5,3,2.805882353,3.458333333,4,3.303571429,3.416666667,2.34375,4,2.858208955,3,2.76
2565,100270803,2,2,4,1.5,2,2.5,2.95412844,2.507936508,3.5,3.844117647,2.5,2.5,2,2,3,2,1.5,2.5,1,2.5,3,2,2,3.5,2.5,4,3.5,3,4,3.5,2.5,2.680645161,3.5,2.861111111,3.5,3.295,2.5,2.971590909,2,4,2.805882353,3.458333333,3.421875,3.303571429,3.416666667,2.34375,4,2.858208955,2.5,2.47
